,probability,prediction,y_true
101,8.161992717227302e-15,0,1
102,0.999999985098839,1,0
103,4.565742569156304e-16,0,0
104,0.026484209980595756,0,1
105,0.0003597995058484465,0,0
106,2.2204460492503974e-16,0,0
107,0.9996402004941516,1,1
108,2.2204460492503974e-16,0,0
109,0.00311941799141052,0,1
110,2.2204460492503974e-16,0,0
111,0.9999999999993832,1,0
112,0.9999999999999998,1,1
113,0.9999798663124967,1,1
114,0.0003597995058484472,0,1
115,0.9999999999999656,1,1
116,0.9999999999999832,1,1
117,0.999999999999998,1,1
118,0.9999999999999996,1,1
119,3.969401298577109e-15,0,1
120,0.9936068307771581,1,1
121,0.9999999999041214,1,1
122,0.0529756580514392,0,1
123,0.9869423622067104,1,0
124,1.9304289056629065e-15,0,0
125,0.999999999166443,1,0
126,0.9999999927531559,1,0
127,0.9999999999999998,1,1
128,0.1912750950955672,0,0
129,4.053816958066095e-10,0,0
130,0.9999999999999998,1,1
131,0.0015194934456808633,0,1
132,0.9999999999999991,1,1
133,6.169122241075655e-13,0,1
134,0.9999999999889718,1,0
135,8.512115137717612e-05,0,1
136,0.9999999982860169,1,1
137,0.9470243419485608,1,1
138,0.9999994522582407,1,0
139,0.999999999999996,1,0
140,0.9999999999999998,1,1
141,0.9999999999999998,1,1
142,0.9470243419485608,1,1
143,0.1912750950955672,0,0
144,0.026484209980595787,0,0
145,0.9999999999999998,1,0
146,0.9999999999999998,1,1
147,0.9999999999999998,1,1
148,1.678291513129486e-14,0,0
149,8.512115137717642e-05,0,0
150,0.9999999999999998,1,1
151,2.2204460492503974e-16,0,0
152,0.999999999999998,1,1
153,6.300318085943857e-08,0,1
154,0.9999999999999998,1,1
155,2.2204460492503974e-16,0,1
156,2.2204460492503974e-16,0,0
157,0.9999999999993832,1,1
158,0.9999999999041214,1,0
159,0.9999994522582407,1,0
160,0.9999999999999998,1,1
161,3.4509494196158366e-14,0,0
162,0.9999999693598213,1,0
163,0.9999798663124967,1,0
164,0.9999999369968191,1,1
165,0.9999999999999998,1,1
166,0.999999985098839,1,1
167,2.2204460492503974e-16,0,0
168,0.999260451357236,1,1
169,0.999824987269581,1,0
170,1.678291513129486e-14,0,0
171,2.2204460492503974e-16,0,0
172,2.2204460492503974e-16,0,0
173,0.9999999999946366,1,0
174,6.300318085943879e-08,0,0
175,2.2204460492503974e-16,0,0
176,0.9999999999993832,1,1
177,0.8968421196206098,1,0
178,0.999260451357236,1,1
179,0.0015194934456808618,0,0
180,0.9999999999999918,1,1
181,1.9304289056629065e-15,0,1
182,0.999824987269581,1,1
183,0.0015194934456808605,0,0
184,2.2204460492503974e-16,0,1
185,0.05297565805143925,0,1
186,9.388206128603568e-16,0,0
187,0.9999999999999991,1,1
188,0.9999999999999832,1,1
189,0.3272007564345762,0,1
190,0.9999999999999996,1,1
191,0.9999999995946183,1,1
192,0.9999999982860169,1,0
193,0.9999999999999996,1,1
194,0.9999999999999998,1,1
195,0.9999999999999998,1,1
196,0.9999999999999998,1,1
197,0.999260451357236,1,1
198,0.9999999999999998,1,1
199,1.1262811005590542e-06,0,1
200,0.9999999999999998,1,1
201,0.9999999999999998,1,1
202,0.9999999999999998,1,1
203,0.9999999999999998,1,1
204,0.9984805065543191,1,0
205,0.018618567423050247,0,1
206,2.608349401292961e-12,0,0
207,0.9999999999999998,1,1
208,0.9999999999999998,1,1
209,4.139856463549018e-05,0,0
210,0.0015194934456808605,0,0
211,0.9999999999999991,1,1
212,2.2204460492503974e-16,0,0
213,4.053816958066095e-10,0,0
214,0.9999999999999998,1,1
215,6.300318085943857e-08,0,1
216,0.9999148788486228,1,1
217,0.9999999999999998,1,1
218,0.9999999999999996,1,1
219,0.9999999982860169,1,0
220,0.999999999999996,1,0
221,0.9999999999999998,1,1
222,1.490116097180281e-08,0,1
223,0.9735157900194044,1,1
224,0.9999988737188994,1,0
225,4.565742569156304e-16,0,0
226,0.9999999982860169,1,1
227,2.2204460492503974e-16,0,0
228,0.9999999999999998,1,1
229,0.9999999999999998,1,1
230,0.9999999999999998,1,1
231,2.2204460492503974e-16,0,1
232,0.9999994522582407,1,1
233,1.9714825604939342e-10,0,1
234,0.9869423622067104,1,1
235,2.2204460492503974e-16,0,1
236,0.9999999999999998,1,1
237,0.05297565805143925,0,1
238,1.9304289056629065e-15,0,0
239,0.9999999999999656,1,1
240,2.3158875893710694e-06,0,1
241,0.9735157900194041,1,1
242,0.9999999982860169,1,1
243,0.9999999999999998,1,1
244,0.9999999999999998,1,1
245,0.9999999999999998,1,1
246,2.2204460492503974e-16,0,0
247,0.8087249049044327,1,0
248,2.2204460492503974e-16,0,0
249,7.095937626795276e-14,0,0
250,0.6727992435654235,1,0
251,0.8087249049044328,1,0
252,3.4509494196158366e-14,0,0
253,0.9999999999999832,1,1
254,2.267667382381697e-11,0,0
255,0.9999999999993832,1,1
256,0.0007395486427640751,0,0
257,1.4590863174393363e-13,0,0
258,0.9999999999999996,1,1
259,0.9999999999999991,1,0
260,0.9999999999999998,1,1
261,0.9999999999998541,1,1
262,0.9999999999999998,1,1
263,0.9999999999999998,1,1
264,2.2204460492503974e-16,0,1
265,0.9735157900194044,1,0
266,3.064017877443019e-08,0,0
267,0.9999999999999998,1,1
268,1.9304289056629065e-15,0,0
269,5.3633601684239335e-12,0,1
270,0.9999999999999998,1,0
271,0.999999985098839,1,0
272,2.3158875893710694e-06,0,1
273,0.9936068307771581,1,1
274,0.9999999995946183,1,1
275,0.999999999999998,1,1
276,0.9735157900194044,1,1
277,0.32720075643457647,0,1
278,2.2204460492503974e-16,0,0
279,0.00311941799141052,0,1
280,0.9999998704511259,1,0
281,0.999999999999996,1,0
282,0.9999999999996999,1,1
283,0.9999999999999998,1,1
284,2.2204460492503974e-16,0,0
285,0.9999999999999998,1,1
286,0.8087249049044327,1,1
287,0.9999999999999998,1,0
288,3.969401298577109e-15,0,0
289,0.9999999369968191,1,1
290,1.4590863174393363e-13,0,1
291,0.9999999999999998,1,1
292,0.9999999999999656,1,1
293,0.9999902083333535,1,0
294,0.9999999999889718,1,1
295,0.9999999999999996,1,1
296,0.9999999999999918,1,1
297,0.00017501273041901634,0,0
298,0.9999999999999656,1,1
299,0.9999999999999998,1,1
300,0.9999999999999656,1,1
301,0.8087249049044327,1,1
302,0.9999999999999998,1,1
303,0.999999985098839,1,1
304,0.9999999999999656,1,0
305,0.9999999999993832,1,1
306,4.565742569156304e-16,0,0
307,0.9999148788486228,1,1
308,3.4509494196158366e-14,0,1
309,0.013057637793289577,0,1
310,0.999824987269581,1,0
311,8.335570527072056e-10,0,0
312,0.9999999999999996,1,1
313,0.9999999999999998,1,1
314,0.9999999998028517,1,1
315,0.9999999982860169,1,1
316,0.026484209980595756,0,0
317,0.9999999999999998,1,1
318,0.9999999999533716,1,0
319,0.9999798663124967,1,1
320,6.547070537027287e-16,0,0
321,0.9999999999999832,1,0
322,0.9999999999987315,1,0
323,0.999999999999998,1,1
324,9.587861331978328e-11,0,1
325,0.999999999999996,1,0
326,0.9999999999999832,1,0
327,0.9996402004941516,1,1
328,0.9999999999533716,1,0
329,0.10315788037939028,0,1
330,0.9996402004941516,1,1
331,0.9999999999999998,1,1
332,0.9999999999999832,1,1
333,2.2204460492503974e-16,0,0
334,0.9999999999999998,1,1
335,2.2204460492503974e-16,0,0
336,0.013057637793289565,0,1
337,3.064017877443019e-08,0,1
338,0.9999999999998541,1,1
339,0.49999999999999983,0,0
340,0.0015194934456808633,0,1
341,0.9999984085941772,1,1
342,0.9999999999999996,1,1
343,0.9999999995946183,1,0
344,0.999999999999996,1,1
345,0.9999999999999998,1,1
346,2.2204460492503974e-16,0,0
347,0.9984805065543191,1,1
348,1.490116097180281e-08,0,1
349,5.477417592081875e-07,0,1
350,9.587861331978328e-11,0,0
351,4.139856463549024e-05,0,0
352,1.490116097180281e-08,0,0
353,2.2204460492503974e-16,0,0
354,0.9735157900194044,1,1
355,0.999999733618059,1,1
356,0.9470243419485608,1,0
357,0.9999999999999998,1,1
358,8.335570527072056e-10,0,1
359,0.9999999999999998,1,1
360,0.9999999999773234,1,1
361,0.9999999999973916,1,1
362,0.9999999999999918,1,1
363,0.1912750950955673,0,1
364,0.9999999999999291,1,0
365,0.9999999999999996,1,1
366,0.1912750950955672,0,0
367,2.3158875893710694e-06,0,0
368,0.999999733618059,1,1
369,0.9999999999999998,1,0
370,0.9999999999999998,1,1
371,0.9999999999999832,1,0
372,0.9999999999999998,1,0
373,0.6727992435654238,1,0
374,0.9999999999999998,1,1
375,0.9999999999999998,1,1
376,0.9999999999999998,1,1
377,0.9999999999999991,1,0
378,2.2204460492503974e-16,0,1
379,4.565742569156304e-16,0,1
380,0.9999999999946366,1,1
381,3.969401298577109e-15,0,0
382,0.9999999999999998,1,1
383,0.9999999927531559,1,1
384,0.9470243419485608,1,1
385,2.2204460492503974e-16,0,0
386,0.9999999999999996,1,1
387,4.761980454925287e-06,0,0
388,0.9999976841124107,1,0
389,0.9999999999889718,1,1
390,2.2204460492503974e-16,0,1
391,0.9999999999998541,1,0
392,9.388206128603568e-16,0,1
393,0.9999999999999998,1,0
394,0.999995238019545,1,1
395,0.9999999999999998,1,1
396,0.9999999999999998,1,1
397,0.9999999999999998,1,1
398,8.512115137717642e-05,0,0
399,0.9999999995946183,1,1
400,2.2204460492503974e-16,0,0
401,0.013057637793289577,0,1
402,8.161992717227302e-15,0,1
403,0.9999798663124967,1,1
404,0.32720075643457647,0,0
405,9.587861331978328e-11,0,1
406,0.999260451357236,1,1
407,0.9999148788486228,1,0
408,0.9999999999999998,1,1
409,0.999999999999996,1,1
410,0.9999999999999998,1,1
411,0.9999999999533716,1,1
412,0.9999999999999998,1,1
413,2.2204460492503974e-16,0,0
414,0.9999999999999998,1,1
415,0.9999999999999656,1,0
416,0.999260451357236,1,1
417,0.9999999999999998,1,0
418,1.4590863174393363e-13,0,1
419,0.9999999999999998,1,0
420,7.24684402617505e-09,0,0
421,0.9999798663124967,1,0
422,0.9999999999999998,1,1
423,0.9999999999973916,1,0
424,1.678291513129486e-14,0,0
425,2.2204460492503974e-16,0,1
426,0.9999999999999998,1,0
427,9.388206128603568e-16,0,0
428,0.9999999999999918,1,1
429,0.9999999999999991,1,1
430,0.9999976841124107,1,1
431,7.24684402617505e-09,0,0
432,0.0003597995058484472,0,1
433,2.2204460492503974e-16,0,0
434,3.969401298577109e-15,0,0
435,0.9999999999999291,1,1
436,8.161992717227302e-15,0,0
437,0.9999999999999998,1,1
438,0.9999999999999998,1,1
439,0.9999999999998541,1,0
440,0.9999999999999656,1,1
441,0.999999999999996,1,0
442,2.2204460492503974e-16,0,0
443,0.9999999999999996,1,1
444,0.9999999999999996,1,1
445,0.9999999999946366,1,1
446,0.9999998704511259,1,0
447,0.9999999982860169,1,1
448,0.9999999999999991,1,1
449,1.4590863174393363e-13,0,0
450,0.999999733618059,1,0
451,0.9999999999999998,1,1
452,1.268511974875436e-12,0,0
453,0.9735157900194044,1,0
454,7.246844026175076e-09,0,1
455,2.2204460492503974e-16,0,1
456,2.2204460492503974e-16,0,0
457,0.9735157900194044,1,0
458,2.2204460492503974e-16,0,0
459,0.8968421196206098,1,1
460,0.9999999999999998,1,1
461,0.9999999999999998,1,1
462,0.999999733618059,1,1
463,0.9999999998028517,1,0
464,0.9999999982860169,1,1
465,0.32720075643457647,0,0
466,0.9869423622067104,1,0
467,0.9999999999999291,1,1
468,0.9936068307771581,1,0
469,0.9996402004941516,1,1
470,0.8968421196206098,1,0
471,0.999824987269581,1,1
472,0.9999999999999998,1,1
473,0.9999999999533716,1,0
474,0.9999999999999991,1,1
475,2.2204460492503974e-16,0,1
476,0.9999999999999998,1,1
477,0.9999999693598213,1,0
478,0.9999999896083499,1,1
479,0.9999148788486228,1,1
480,0.9999999999999998,1,1
481,1.713983060880879e-09,0,1
482,0.9999999999996999,1,1
483,2.2204460492503974e-16,0,1
484,0.9999999693598213,1,0
485,0.9999999999993832,1,1
486,0.999999999999996,1,1
487,4.139856463549024e-05,0,0
488,0.9999999999999998,1,1
489,0.026484209980595756,0,1
490,9.388206128603568e-16,0,0
491,2.2204460492503974e-16,0,0
492,0.0015194934456808618,0,1
493,0.0007395486427640751,0,1
494,0.9999999999999991,1,0
495,0.0015194934456808605,0,1
496,2.2204460492503974e-16,0,0
497,9.388206128603568e-16,0,0
498,3.969401298577109e-15,0,0
499,0.9470243419485608,1,0
500,0.9999999999999998,1,1
501,0.9869423622067104,1,1
502,0.999999999999996,1,1
503,0.9999999999999291,1,1
504,7.24684402617505e-09,0,0
505,9.388206128603568e-16,0,1
506,1.929501224170114e-08,0,1
507,0.9999999927531559,1,0
508,1.4901160971802863e-08,0,0
509,0.9999988737188994,1,0
510,0.9999999999999996,1,0
511,0.999999999999996,1,1
512,9.587861331978328e-11,0,0
513,0.9999999999999291,1,1
514,0.9999999998028517,1,1
515,0.9999999999999998,1,1
516,2.2204460492503974e-16,0,1
517,1.1262811005590542e-06,0,1
518,0.9999999999998541,1,1
519,8.512115137717626e-05,0,1
520,0.9999999999999291,1,1
521,0.9999999999889718,1,1
522,0.026484209980595756,0,0
523,0.999999999999996,1,1
524,0.999999999999996,1,1
525,0.9968805820085894,1,1
526,0.9999999999999998,1,1
527,0.8968421196206098,1,1
528,0.9996402004941516,1,1
529,3.969401298577109e-15,0,0
530,0.999999999999996,1,1
531,0.9999999998028517,1,1
532,0.9999999999999998,1,1
533,0.9999999999999998,1,1
534,0.8968421196206098,1,1
535,7.24684402617505e-09,0,0
536,0.9999999999999998,1,1
537,0.9999999999999991,1,1
538,0.9999999999999991,1,1
539,0.8968421196206097,1,0
540,1.490116097180281e-08,0,0
541,0.9999999999999998,1,1
542,0.9999999999999918,1,1
543,1.4590863174393363e-13,0,1
544,0.9999999999996999,1,0
545,0.9999999999999991,1,1
546,0.9999999999999918,1,1
547,6.169122241075655e-13,0,0
548,0.9999999999999998,1,0
549,0.9968805820085894,1,1
550,0.9999999999999918,1,1
551,0.9999999999999991,1,0
552,4.565742569156304e-16,0,0
553,9.388206128603568e-16,0,0
554,0.9999999999999998,1,1
555,1.295488741088829e-07,0,1
556,1.1028289492923632e-11,0,1
557,6.547070537027287e-16,0,0
558,0.9968805820085894,1,1
559,0.9999999999999998,1,1
560,0.9999999999999998,1,1
561,0.0529756580514392,0,1
562,0.9999999999999998,1,1
563,3.000213634487664e-13,0,0
564,4.565742569156304e-16,0,1
565,2.2204460492503974e-16,0,0
566,0.1912750950955672,0,1
567,2.2204460492503974e-16,0,0
568,1.713983060880879e-09,0,0
569,0.9999999999999291,1,1
570,0.9999999999999998,1,1
571,0.9968805820085894,1,0
572,0.9999999999999998,1,1
573,0.9999999999999291,1,1
574,4.761980454925287e-06,0,1
575,8.512115137717642e-05,0,0
576,0.00639316922284195,0,1
577,9.388206128603568e-16,0,0
578,0.9999999999999991,1,1
579,0.9999999999999998,1,1
580,0.999999733618059,1,0
581,0.9999999999999996,1,1
582,0.9999999999999998,1,1
583,0.9999999999999991,1,0
584,0.0529756580514392,0,0
585,0.9999999999999998,1,0
586,0.0015194934456808633,0,0
587,0.9999999999041214,1,1
588,0.9999999999999291,1,0
589,3.5243393607115378e-09,0,1
590,0.9470243419485608,1,1
591,0.9999999998028517,1,1
592,0.00017501273041901634,0,0
593,0.9999798663124967,1,0
594,0.999999999999998,1,1
595,0.999999999999998,1,1
596,4.565742569156304e-16,0,0
597,0.9470243419485608,1,0
598,1.9304289056629065e-15,0,1
599,0.9999999999533716,1,1
600,0.9999999999773234,1,1
601,1.490116097180281e-08,0,0
602,2.2204460492503974e-16,0,0
603,5.477417592081875e-07,0,1
604,0.999995238019545,1,1
605,0.9999999999999998,1,1
606,0.10315788037939035,0,1
607,0.9999999999999998,1,1
608,0.9999999999999918,1,0
609,4.761980454925287e-06,0,0
610,0.9999999999999998,1,1
611,0.9999999999999998,1,1
612,9.791666646456536e-06,0,0
613,2.0133687503249563e-05,0,1
614,0.9999999999987315,1,0
615,8.335570527072056e-10,0,0
616,0.9936068307771581,1,1
617,0.0007395486427640751,0,0
618,0.9999999999999998,1,1
619,0.9999999999999998,1,1
620,0.999999999999998,1,1
621,0.9999999999999918,1,1
622,0.9999999999999991,1,1
623,0.9999999369968191,1,1
624,0.9999999999999998,1,1
625,0.9999999999773234,1,1
626,9.388206128603568e-16,0,0
627,7.095937626795276e-14,0,1
628,1.713983060880879e-09,0,0
629,2.2204460492503974e-16,0,1
630,0.9999999999999998,1,1
631,0.9999999999999998,1,1
632,0.9999999693598213,1,1
633,0.9999999693598213,1,1
634,0.9999999999946366,1,1
635,1.678291513129486e-14,0,0
636,0.9999999999999996,1,1
637,0.32720075643457647,0,0
638,0.0529756580514392,0,1
639,0.6727992435654238,1,0
640,3.000213634487664e-13,0,0
641,0.32720075643457647,0,0
642,0.999999999999996,1,1
643,8.161992717227302e-15,0,0
644,0.9999999999999656,1,0
645,0.9999999999999996,1,1
646,0.7467417332849614,1,0
647,1.9304289056629065e-15,0,1
648,0.9999976841124107,1,0
649,2.267667382381697e-11,0,0
650,0.9999999999999998,1,1
651,0.9999999999999998,1,1
652,1.490116097180281e-08,0,1
653,0.9999999999999656,1,1
654,0.9999999999999998,1,1
655,0.9999999999999991,1,1
656,0.9999999995946183,1,0
657,0.9999999999998541,1,0
658,4.565742569156304e-16,0,0
659,0.9999999999999991,1,0
660,0.9999999999999998,1,1
661,0.999999999999998,1,1
662,0.9999999999773234,1,0
663,9.587861331978328e-11,0,0
664,0.05297565805143925,0,1
665,0.9999999999999998,1,0
666,0.026484209980595787,0,1
667,2.2204460492503974e-16,0,0
668,0.999260451357236,1,0
669,2.2204460492503974e-16,0,0
670,0.9999988737188994,1,0
671,0.999999999999996,1,1
672,0.9999999999999998,1,1
673,0.9999999999999998,1,1
674,0.9999999999999998,1,1
675,2.2204460492503974e-16,0,0
676,0.9999999982860169,1,0
677,0.9984805065543191,1,1
678,9.388206128603568e-16,0,1
679,0.9999999999999998,1,1
680,0.0015194934456808618,0,0
681,0.9999999999999832,1,0
682,0.9999999999999996,1,0
683,7.24684402617505e-09,0,1
684,0.9999999999999998,1,1
685,0.999260451357236,1,0
686,2.3158875893710694e-06,0,0
687,0.999999999999998,1,1
688,0.999260451357236,1,0
689,0.9999999999999832,1,1
690,0.9999999999999998,1,1
691,0.9999999998028517,1,1
692,9.388206128603568e-16,0,0
693,0.999824987269581,1,1
694,0.9999976841124107,1,1
695,9.791666646456536e-06,0,0
696,0.8087249049044328,1,1
697,0.9999999999973916,1,1
698,0.9999999999999998,1,1
699,0.49999999999999983,0,1
700,3.969401298577109e-15,0,0
701,0.9999999999993832,1,1
702,0.9999999999889718,1,0
703,0.9999994522582407,1,0
704,1.713983060880879e-09,0,0
705,0.9999999999993832,1,1
706,0.9999999999999998,1,1
707,0.9999999999999998,1,1
708,0.9999999999999998,1,1
709,0.999824987269581,1,1
710,3.4509494196158366e-14,0,1
711,2.2204460492503974e-16,0,0
712,0.9999999999999998,1,1
713,0.0003597995058484472,0,1
714,0.0015194934456808618,0,1
715,0.9999994522582407,1,1
716,0.999999999166443,1,1
717,0.9999999999999991,1,1
718,1.678291513129486e-14,0,0
719,0.000175012730419016,0,1
720,0.9999999998028517,1,1
721,5.3633601684239335e-12,0,0
722,2.2204460492503974e-16,0,0
723,2.2204460492503974e-16,0,1
724,0.9999999999999998,1,1
725,0.9999999999999991,1,1
726,0.999824987269581,1,1
727,0.9999999999999998,1,1
728,0.9999999999999998,1,1
729,2.2204460492503974e-16,0,0
730,0.9999999999999998,1,1
731,0.9999999999999991,1,1
732,0.9999999999999998,1,1
733,0.9999999995946183,1,1
734,0.0015194934456808633,0,1
735,0.9999999999999998,1,1
736,0.9999999999999998,1,1
737,0.9869423622067104,1,1
738,2.2204460492503974e-16,0,1
739,1.1028289492923632e-11,0,1
740,0.9999999999999918,1,1
741,5.3633601684239335e-12,0,0
742,0.9999999999999998,1,1
743,0.9999999999999998,1,1
744,0.9999999999533716,1,0
745,0.9999999999999998,1,1
746,7.24684402617505e-09,0,1
747,0.9999999369968191,1,1
748,1.9304289056629065e-15,0,0
749,0.9999999999999991,1,1
750,0.3272007564345762,0,1
751,0.9999999999999832,1,1
752,9.388206128603568e-16,0,0
753,0.999999999999998,1,1
754,0.8087249049044328,1,1
755,1.268511974875436e-12,0,1
756,0.9999999999999998,1,1
757,0.9999999999999998,1,1
758,0.013057637793289565,0,1
759,4.565742569156304e-16,0,0
760,2.2204460492503974e-16,0,1
761,0.9999999999999996,1,1
762,0.999999999999996,1,1
763,0.026484209980595756,0,1
764,3.969401298577109e-15,0,0
765,0.9999999999999832,1,0
766,4.565742569156304e-16,0,0
767,6.169122241075655e-13,0,0
768,6.169122241075655e-13,0,0
769,0.999999999999998,1,1
770,4.053816958066095e-10,0,0
771,1.9304289056629065e-15,0,0
772,0.9999999999996999,1,1
773,0.999999999999996,1,1
774,0.9999999964756606,1,1
775,0.9470243419485608,1,1
776,2.2204460492503974e-16,0,0
777,3.969401298577109e-15,0,1
778,0.9999999999999998,1,0
779,0.9999994522582407,1,1
780,2.2204460492503974e-16,0,0
781,0.9999999999999998,1,0
782,0.10315788037939035,0,1
783,0.9999999999973916,1,1
784,0.00639316922284195,0,1
785,2.2204460492503974e-16,0,0
786,0.8087249049044328,1,0
787,0.9999999999999656,1,0
788,0.9999902083333535,1,1
789,0.9999999999889718,1,1
790,8.161992717227302e-15,0,0
791,0.9999999999999656,1,1
792,0.9999148788486228,1,0
793,0.9999999999999998,1,1
794,0.999824987269581,1,0
795,0.9999999999987315,1,1
796,3.064017877443019e-08,0,1
797,0.9999999999999998,1,1
798,4.761980454925287e-06,0,0
799,3.5243393607115378e-09,0,1
800,0.9999999999993832,1,1
801,0.8087249049044327,1,1
802,0.6727992435654235,1,1
803,4.565742569156304e-16,0,0
804,0.9999999995946183,1,0
805,9.388206128603568e-16,0,0
806,0.00035979950584844625,0,0
807,0.9999999982860169,1,1
808,0.9999999999993832,1,1
809,0.8968421196206098,1,1
810,2.7681486681862613e-15,0,1
811,2.2204460492503974e-16,0,0
812,0.9999999999999998,1,1
813,0.006393169222841962,0,0
814,3.969401298577109e-15,0,1
815,3.000213634487664e-13,0,1
816,6.300318085943857e-08,0,1
817,2.6638194094827035e-07,0,1
818,0.9999999999999998,1,1
819,0.9999999999999998,1,1
820,2.2204460492503974e-16,0,1
821,1.4590863174393363e-13,0,1
822,0.0003597995058484465,0,1
823,2.3158875893710694e-06,0,1
824,0.9999999999999998,1,1
825,0.9999999999999996,1,1
826,0.013057637793289565,0,1
827,0.9999999999999998,1,1
828,0.9999999999998541,1,1
829,0.9999999999999918,1,1
830,0.0003597995058484465,0,0
831,0.9999994522582407,1,1
832,0.9999999999999996,1,1
833,0.9999999999999998,1,1
834,6.169122241075655e-13,0,1
835,0.6727992435654238,1,1
836,4.565742569156304e-16,0,0
837,0.9996402004941516,1,0
838,0.49999999999999983,0,1
839,0.026484209980595756,0,1
840,0.9999999999999998,1,1
841,0.9999999999999996,1,1
842,0.9999999995946183,1,0
843,0.9996402004941516,1,0
844,0.9999999999946366,1,1
845,1.713983060880879e-09,0,1
846,0.9999999999889718,1,0
847,0.9999998704511259,1,1
848,2.2204460492503974e-16,0,1
849,0.9936068307771581,1,0
850,0.3272007564345762,0,1
851,0.9999798663124967,1,0
852,0.9999999999973916,1,0
853,0.9999999999999998,1,1
854,5.3633601684239335e-12,0,1
855,3.000213634487664e-13,0,0
856,0.9999999999999998,1,1
857,0.9999999999993832,1,1
858,0.9999999999993832,1,0
859,6.300318085943857e-08,0,0
860,2.3158875893710694e-06,0,1
861,0.3272007564345762,0,0
862,0.9999999999999998,1,1
863,0.32720075643457647,0,0
864,2.2204460492503974e-16,0,0
865,0.9999148788486228,1,0
866,0.9999999999999998,1,1
867,0.9999999999999998,1,1
868,2.608349401292961e-12,0,0
869,0.0001750127304190157,0,1
870,4.565742569156304e-16,0,0
871,0.9999999999999996,1,1
872,7.095937626795276e-14,0,0
873,2.2204460492503974e-16,0,0
874,0.9999999999999998,1,1
875,3.969401298577109e-15,0,1
876,0.9999999999999998,1,1
877,0.9999999999999998,1,1
878,0.9999999999999998,1,1
879,0.999999999999998,1,1
880,0.8087249049044328,1,0
881,0.9999999999999998,1,0
882,4.565742569156304e-16,0,0
883,0.999260451357236,1,0
884,0.9984805065543191,1,1
885,0.999999999999996,1,1
886,0.9996402004941516,1,0
887,1.9714825604939342e-10,0,0
888,0.999999999999998,1,1
889,0.9999999999999998,1,1
890,0.999999999999996,1,1
891,2.267667382381697e-11,0,1
892,0.0015194934456808633,0,1
893,0.9999999982860169,1,1
